onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.251	0.167	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.39	NA
11.338	2.524	recently_learned_faces_baseline	1	right	2.267	recently_learned_faces_baseline	13.828	13.605
14.781	2.508	famous_faces_baseline	1	left	1.719	famous_faces_baseline	17.266	16.5
18.426	2.507	famous_faces_baseline	1	right	1.464	famous_faces_baseline	20.905	19.89
21.702	2.508	famous_faces_false_combination	1	right	1.996	famous_faces	24.192	23.698
25.346	2.508	famous_faces_correct_combination	1	left	1.583	famous_faces	27.831	26.929
28.74	2.507	recently_learned_faces_false_combination	1	right	1.447	recently_learned_faces	31.218	30.187
32.267	2.507	recently_learned_faces_false_combination	1	right	1.571	recently_learned_faces	34.757	33.838
35.861	2.507	famous_faces_false_combination	1	right	1.112	famous_faces	38.346	36.973
39.154	2.508	famous_faces_baseline	1	left	1.447	famous_faces_baseline	41.633	40.601
42.681	2.508	recently_learned_faces_baseline	1	left	0.938	recently_learned_faces_baseline	45.171	43.619
46.225	2.508	famous_faces_false_combination	1	right	1.177	famous_faces	48.71	47.402
49.819	2.508	famous_faces_baseline	1	right	1.598	famous_faces_baseline	52.299	51.417
55.302	2.508	famous_faces_baseline	1	right	1.143	famous_faces_baseline	57.788	56.445
58.746	2.507	recently_learned_faces_correct_combination	1	left	2.02	recently_learned_faces	61.226	60.766
62.373	2.508	recently_learned_faces_false_combination	1	right	1.133	recently_learned_faces	64.865	63.506
65.917	2.508	famous_faces_correct_combination	0	right	2.16	famous_faces	68.403	68.077
69.311	2.507	famous_faces_false_combination	1	right	1.558	famous_faces	71.791	70.869
72.738	2.507	recently_learned_faces_false_combination	1	right	1.714	recently_learned_faces	75.229	74.452
76.382	2.507	famous_faces_false_combination	1	right	1.541	famous_faces	78.868	77.923
79.825	2.508	recently_learned_faces_false_combination	1	right	1.392	recently_learned_faces	82.306	81.217
